Title,Board
職場霸凌vs國家安全，哪個重要？,hate_politics
小青鳥還沒工作的以後怎麼辦？,hate_politics
羅福助跟顏清標的兒子？,hate_politics
“美國將調整與中國的經濟關係”,hate_politics
忘記以前威權東禁西禁的後果？,hate_politics
賴瑞隆為兒霸凌案二度召開記者會 女童母,hate_politics
不談政治的小紅書為何如此礙眼?,hate_politics
賴瑞隆 老婆在幹麻,hate_politics
賴瑞隆 是陳菊人馬吧?,hate_politics
藍白總是用聖人的標準要求別人吧,hate_politics
綠粉是不是覺得高雄人就該被民進黨打？,hate_politics
日本外務省召見中國大使抗議,hate_politics
藍白真的支持助理費直接匯給立委喔？xdd,hate_politics
被翁達瑞王浩宇挺.賴等於宣告死刑了吧,hate_politics
支持戒嚴+大罷免+霸凌 民進黨惦惦?,hate_politics
有人看到道歉記者會也流淚嗎？,hate_politics
賴瑞隆向女童家屬道歉的含水量有多高?,hate_politics
為啥反綠會被說挺共啊？,hate_politics
處理方式的傷害比小孩打人還大,hate_politics
老爸黑道可以參選， 但8歲不行,hate_politics
沒事了! 穩了!!,hate_politics
賴還是有當市長的能力吧,hate_politics
青鳥們應該力挺賴兒,hate_politics
藍白每次都站錯隊 傻眼,hate_politics
四叉貓能讓賴哭更大力嗎,hate_politics
阿苗談現代戰爭的意思是？,hate_politics
你反綠是你的自由你為了反綠挺共其實你不,hate_politics
說真的我被賴瑞隆道歉感動到了,hate_politics
藍白可以用8歲兒炒那麼大，厲害,hate_politics
為什麼有風向是藍白攻擊？,hate_politics
青鳥信奉極右法西斯 弱肉強食打人又咋了?,hate_politics
2028陳其邁會取代賴清德選總統嗎？,hate_politics
賴瑞隆今天哭得跟8歲小兒一樣喔？,hate_politics
沒雞雞的阿苗 能當兵嗎???,hate_politics
要求爸媽為小孩做錯事道歉 叫政治操作？,hate_politics
習近平是不是人也不錯,hate_politics
快訊／賴瑞隆與受害女童家長當面道歉取,hate_politics
瑞隆兒子故事可以拍台版熱血高校？,hate_politics
“連小孩都管不好 boo三小政治？”,hate_politics
是不是該發起全党挺瑞龍？,hate_politics
整起霸凌案是不是怪怪的？,hate_politics
藍白：賴兒霸凌絕對是政治案,hate_politics
感受到賴道歉的誠意，民進黨再加分！,hate_politics
高雄瑞隆路改什麼路比較好,hate_politics
賴8歲兒子觸犯什麼罪？,hate_politics
獨家》「鄭習會」農曆年前後登場 北京,hate_politics
小孩打人不是應該用熱熔膠打下去嗎,hate_politics
賴瑞隆記者會把小孩當擋箭牌說,hate_politics
賴兒沒出息 關賴清德甚麼事?,hate_politics
邱議瑩正在想什麼？,hate_politics
"藍白:開放中國勞工來金門,金門人自己決定",hate_politics
說實話 大陸比我們台灣地區還自由,hate_politics
其實賴瑞隆退選對小孩最好的選擇,hate_politics
脆感嘆：民眾對民進黨太嚴格 從20分開始,hate_politics
聯合報：藍營還要修總統連署賄選、黨產,hate_politics
請大家多多支持館長便當,hate_politics
為什麼綠營這麼討厭麥克傑克森？,hate_politics
賴選上市長後，女童一家應該要搬家了吧？,hate_politics
事實証明民進黨就是台灣毒瘤,hate_politics
藍白這麼愛修法,hate_politics
女同學家長根本就是藍白支持者吧,hate_politics
賴瑞隆家人捲霸凌！王浩宇喊「不實指控」,hate_politics
藍白乾脆修法，藍白貪污、犯法無罪,hate_politics
好懷念沒有民進黨的日子,hate_politics
如果aaa辦在桃園會發生什麼事？,hate_politics
遭控帶頭肉搜黃國昌親人「吳崢幫開脫」,hate_politics
媒體不敢繼續爆黃國昌買網軍還有凱斯案了,hate_politics
大家484不知道現在要幹嘛?,hate_politics
小賴還選得上前鎮小港立委嗎？,hate_politics
高雄狼人殺 誰才是真狼王?,hate_politics
八歲小孩的行徑有那麼重要嗎？,hate_politics
如果賴沒要選，小惡霸會繼續霸凌下去？,hate_politics
整個互聯網上，各種語言的占比和權重是多,hate_politics
藍提助理費修法非自願？傳「李乾龍請託」掀茶壺風暴,hate_politics
賴瑞隆為什麼不帶兒子去評估鑑定一下?,hate_politics
賴心不死看來是選到底了,hate_politics
都道歉了，讓學校好好解決吧,hate_politics
柯志恩等的那一個人最後會是誰？,hate_politics
黃智賢怒嗆：護航助理費除罪的下地獄,hate_politics
霸凌合理化有比較婉轉的說法嗎？,hate_politics
政治人物另一半484都一個人扛家庭,hate_politics
民進黨要選贏桃園，首提政見取消垃圾袋,hate_politics
《我想說的話》,hate_politics
黃捷就是a級英雄第一位-甜心假面,hate_politics
賴瑞隆愧疚的是沒讓受害者家屬閉嘴吧,hate_politics
賴清德稱不改「中華民國」國號有助團結,hate_politics
小孩都轉學了是不是對起責任了,hate_politics
gdp飆破8%卻「只有科技業在爽」？台灣傳,hate_politics
喊對不起兒子賴瑞隆道歉「哭了」！網狂,hate_politics
青鳥都沒遊行是為何,hate_politics
賴兒覇淩，根本高雄整個有問題吧,hate_politics
由衷感謝高市早苗,hate_politics
高市希望中國不再鎖定自衛隊戰機,hate_politics
藍白是不是最怕賴瑞隆？,hate_politics
賴瑞隆小孩未來的發展,hate_politics
綠畜癩皮狗會想到當年違建哭得很大聲嗎,hate_politics
養不教 父之過 爸爸選舉沒有空?,hate_politics
藍白：中國投資金門，由金門人決定！,hate_politics
韓國入境卡竟標註「中國台灣」外交部最新,hate_politics
霸凌算踩到公眾的 最軟的一塊 ???,hate_politics
柯志恩可以幫賴瑞隆8歲兒子輔導耶,hate_politics
賴瑞隆堅持不跟女童道歉 搞這麼硬幹嘛?,hate_politics
邱議瑩現在在想什麼,hate_politics
賴瑞隆記者會超級加分,hate_politics
初選個屁 就直接百大鎖匠上場了,hate_politics
我不懂綠營支持者一直扯藍白幹嘛,hate_politics
反正高雄人還是會含淚投 討論那麼多幹嘛,hate_politics
現實高雄人 都不在意賴瑞隆兒子怎樣,hate_politics
賴家父子互相道歉 事情圓滿結束就到這,hate_politics
賴瑞隆朝亞斯伯格處理或乾脆領手冊可以嗎,hate_politics
看完記者會我很感動,hate_politics
快新聞／誰才是王鴻薇？網翻出她去年力挺,hate_politics
民進黨是怎麼產生人才荒的,hate_politics
瑞隆妻早點道歉不就沒事了,hate_politics
電子入境卡被標註「china（taiwan）」,hate_politics
獨／賴瑞隆兒涉霸凌　受害女同學家長曝賴,hate_politics
民進黨應禮讓高雄市長給民眾黨,hate_politics
高雄市長這一役民進黨已經沒有選擇了,hate_politics
賴瑞隆道歉的對象應該是受害小朋友,hate_politics
賴挺賴的話明年綠畜縣市長穩了吧,hate_politics
這次事件算不算一種坑爹?,hate_politics
以前很會危機處理的民進黨 去哪了?,hate_politics
新竹有一個小智，高雄有四個小智,hate_politics
今天記者會有林智堅槓台大那次既視感,hate_politics
政黑：賴瑞隆最能延續陳其邁施政,hate_politics
賴瑞隆的本錢有這麼粗嗎,hate_politics
跟家人出門只能看政黑會支持揍小孩嗎,hate_politics
日本政治人物〝野野村竜太郎〞,hate_politics
民進黨在高雄的板凳深度超級恐怖!!!!,hate_politics
有機會再看到全黨挺一人嗎?,hate_politics
賴瑞隆 1430出面說明 2.0,hate_politics
高雄又老又窮十幾年 該換國民黨做了吧？,hate_politics
從民調5%變最有可能出線，邱議瑩在想什,hate_politics
美國阿館塌了嗎？,hate_politics
賴瑞隆在哭三小，女同學爸媽才該哭吧？,hate_politics
黃國昌和民眾黨對助理費的態度？,hate_politics
548088今天的表現要給幾分？,hate_politics
不退選會讓八歲兒子繼續被放大檢視,hate_politics
賴瑞隆哭是因為覺得自己牽連到兒子xd,hate_politics
賴瑞隆你也太離譜了吧...,hate_politics
賴瑞隆這記者會是加分還是扣分？,hate_politics
這記者會 是不是可以直接宣布淘汰了?,hate_politics
大敵當前 民進黨還在內鬥？,hate_politics
賴瑞隆哭成這樣 政黑還說燒不起來☺☺☺,hate_politics
為什麼高雄人吃賴這一套？,hate_politics
賴瑞隆是打算硬幹 把政治生涯搞掉?,hate_politics
高雄民進黨人有暴力狂跟色情狂？,hate_politics
黃智賢世界fb 立委成為妖魔,hate_politics
1430下午茶,hate_politics
賴瑞隆兩點半會對berotec提告嗎？,hate_politics
出大事了!! 陳水扁力挺陳亭妃選台南市長,hate_politics
賴瑞隆之子是藍白未來之星嗎？,hate_politics
賴瑞隆先想想自己立委能不能保住吧？,hate_politics
中國說日本妨害在東海的軍演,hate_politics
賴瑞隆會不會沒想過 兒子80那麼嚴重?,hate_politics
應曉薇女兒參選能擠掉鍾小平嗎,hate_politics
如果黃捷真的選贏藍白會氣瘋嗎？,hate_politics
賴瑞隆兒子霸凌處理得好其實對選情加分,hate_politics
助理領多少由立委決定，哪裡錯了？,hate_politics
小泉說希望與澳洲加強合作應對中國,hate_politics
賴瑞隆民進黨高雄市長初選內鬥成功！,hate_politics
陳佩琪peggyfb 他還嗆我沒叫妳一定要做飯,hate_politics
賴瑞隆子女涉校園霸凌！ptt深綠版主喊「,hate_politics
賴瑞隆八歲時有乖嗎？,hate_politics
高雄現在到底在為誰鋪路？,hate_politics
賴下午會說打人的屁孩只是他的親戚吧？,hate_politics
綠粉認同民進黨留著中華民國嗎?,hate_politics
台南初選廝殺！郭國文妻掀「陳亭妃助理父,hate_politics
柴壽山「探勘達人」失聯18天！ 邱議瑩急,hate_politics
高雄市長影子初選人選!,hate_politics
臺灣最大的政治笑話,hate_politics
不改國號不是因為怕被揍嗎？,hate_politics
助理費除罪後，立委薪水高於總統,hate_politics
陳玉珍根本台灣iu,hate_politics
連阿苗都知道大家討厭民進黨啊,hate_politics
能簡短說明賴瑞隆事件嗎？,hate_politics
新潮流會挺最後的希望許智傑嗎？,hate_politics
賴瑞隆下午2時30分重大說明,hate_politics
一年多之前 誰在討論賴瑞隆選高雄市長??,hate_politics
為什麼政黑最看好的人選 應對能力那麼差,hate_politics
如果不是明年要選舉 老賴會有事嗎,hate_politics
邱議瑩現在在想甚麼?,hate_politics
直接徵召 管碧玲啦 鎮住這些邪魔歪道,hate_politics
8歲的時候,hate_politics
民進黨詮釋因小失大成語,hate_politics
如果打的是陸配的小孩，應該就沒事了吧,hate_politics
服兵役相關的提點子，歡迎大家踴躍附議,hate_politics
同黨也很痛恨怪獸家長跟校園霸凌吧,hate_politics
高雄派誰都沒差吧,hate_politics
獨家》工作尊嚴蕩然無存！傅崐萁稱助理,hate_politics
中國「刻意放緩」稀土出口日本  日媒：,hate_politics
阿扁的能力是不是屌打賴校長,hate_politics
大家死後會捐出遺產嗎？,hate_politics
賴瑞隆記者會根本挖洞給自己跳，退定了,hate_politics
會不會空降潘孟安？？,hate_politics
目前對賴瑞隆的仔幹惡噁事都沒袒護得很好,hate_politics
市長與孩子，誰比較重要？,hate_politics
哪些地方會成為綠色恐怖不義遺址,hate_politics
驚傳退選？受孩子校園事件影響　賴瑞隆下,hate_politics
論賴瑞隆應選到底,hate_politics
潘孟安還是黃捷？,hate_politics
這次黨媒沒有幫賴洗白是不是怪怪的,hate_politics
政黑怎麼一夕反轉,hate_politics
為什麼藍白得逞了？,hate_politics
其實板標事件只是一貫套路不小心踢鐵板,hate_politics
劉世芳：小紅書是小偷,hate_politics
賴瑞隆怎麼從政壇竄起的？,hate_politics
直接破題：為何賴清德又不喊台獨了？,hate_politics
翁達瑞挺賴瑞隆「兒子只是比較皮」自爆,hate_politics
中華電信與雲豹子公司天能綠電　啟動46,hate_politics
俄國準備冬季攻勢，東亞也快點打一打,hate_politics
有人跟我一樣支持黃捷選市長的嗎,hate_politics
被罵侵犯隱私、找麻煩 不退卻／警3度阻詐,hate_politics
國民黨推貪污除罪化！！！,hate_politics
黃國昌根本台灣的朴寶劍,hate_politics
板主說一眾版友支持他…剩我勸他了,hate_politics
楊瓊瓔目標是什麼？？,hate_politics
賴瑞隆兒被爆還打過某集團孫子　受害家,hate_politics
狂打8歲兒童，政治氣氛開始反轉了？！,hate_politics
原來禁網是為了加速統一？！,hate_politics
berotec是不是被警總抓走了？,hate_politics
抖音一響父母白養是不是假議題？,hate_politics
賴是不是穩了,hate_politics
賴瑞隆事件正式定義為類打人類霸凌！,hate_politics
"藍白說的台灣景氣差,我真的信了",hate_politics
黃捷下禮拜會表態參選嗎？,hate_politics
小紅書被禁有點太超過,hate_politics
現在是要怎樣的人才能從政呀?,hate_politics
"靠北, 張嘉郡的學歷這麼頂???",hate_politics
larry隆不退才是最佳算計,hate_politics
"最近信徒是不是發現,根本不是支持藍白",hate_politics
慟！tinder telegram 都沒有設代表人,hate_politics
高嘉瑜帶國中生一起唱王世堅沒出息(影),hate_politics
如果版主沒事，可以懷疑自導自演吧？,hate_politics
台南溪北是不是獨立成新營縣比較好啊,hate_politics
捅陳亭妃都是自己人了？,hate_politics
脆熱議：賴清德三十年捐了一億,hate_politics
8卦在洗前板主berotec是青鳥了,hate_politics
高雄檢調動起來了嗎？,hate_politics
謝龍介兒子 vs 柯建銘兒子,hate_politics
打人沒什麼不對吧？,hate_politics
板友berotec怎麼不出來一下？,hate_politics
賴氏霸凌案會燒多久啊,hate_politics
鶄洗謝龍介兒只會讓人跟知道爛龜惡霸嘴臉,hate_politics
全國性校園霸凌是誰的鍋？,hate_politics
賴瑞隆子女打同學　她翻謝龍介兒吸毒舊,hate_politics
日本防衛省:遼寧艦的殲-15鎖定日本f-15,hate_politics
賴瑞隆對被霸凌者和父母道歉真的那麼難？,hate_politics
藍白提案：助理費44萬統一匯入委員帳戶,hate_politics
b前版主把賴兒變成受害者,hate_politics
這次高雄跟台南非常重要,hate_politics
鳥事一籮筐，吱吱心裡苦,hate_politics
ptt板主改板標「賴瑞隆子應就地正法」,hate_politics
謝龍介兒子吸毒拒補,hate_politics
讓深綠板主破防 誰是本日政黑最佳男主角,hate_politics
揭秘：美國如何鎖定中墨毒網的神經中樞,hate_politics
簡立峰：ai浪潮下台灣不能選邊站,hate_politics
台中學校霸凌事件,hate_politics
賴清德說不改國號是為了團結,hate_politics
上一個登上新聞的政黑板主是kero嗎？,hate_politics
"上有所好,下必甚焉",hate_politics
兒子性騷道歉的原因不是知道錯對吧,hate_politics
鳥：就算兒殺人，父還是可以選啊,hate_politics
會放縱小孩長期在校園霸凌的家長都什麼人,hate_politics
其實隆哥他兒子也蠻屌的..,hate_politics
國民黨槍殺小紅書使用者,hate_politics
高金泰雅族這樣說閩南真該學習,hate_politics
日防長小小泉半夜開記者會向中國強烈抗,hate_politics
是否應該修法8歲以下霸凌除罪化？,hate_politics
8歲就霸凌+性騷，是因受民進黨正統教育?,hate_politics
脆將是壓垮民進黨的最後一根稻草,hate_politics
苗：中國入侵，台灣都會正常運作,hate_politics
脆到底怎麼使用？,hate_politics
機器人大軍打來能撐多久？,hate_politics
中華電信將採購46億度綠電 創中華電信最,hate_politics
賴瑞隆也才被說個兩天 這樣就破防？,hate_politics
賴瑞隆小孩的事情是公眾事務,hate_politics
謝龍介兒吸毒，柯志恩兒美國人？,hate_politics
楊斯棓醫師的咀嚼肌fb美國:台灣是核心利益,hate_politics
賴瑞隆值得一個高雄市長,hate_politics
他只是個8歲的孩子啊,hate_politics
民進黨是不是小紅書推廣大使？,hate_politics
fb 也應該要封一封！,hate_politics
小紅書app還能正常使用？,hate_politics
"政黑前 b 版主被解職,會出國散心嗎?",hate_politics
berotec直接被政黑板友光速切割?,hate_politics
新北民生地下道廠商8月落跑市府11月才發,hate_politics
綠共板主翻車是不是因爲國學造詣太差？,hate_politics
綠畜怎麼評價台南人斧頭砍女警,hate_politics
為什麼藍白小草不支持藍白通過的法案?,hate_politics
台派最大的恥辱是被切割成藍白雜草,hate_politics
賴瑞隆只是個8歲小孩，那還選什麼市長！,hate_politics
俄對華免簽首日 福建小伙在莫斯科被俄警,hate_politics
到底哪個青鳥說b大是小草反串的???,hate_politics
澳洲禁16歲以下使用社群媒體 tiktok將遵,hate_politics
藍白的道德標準怎麼又附體了？,hate_politics
"香港的炸雞翅膀,有很好吃嗎?",hate_politics
藍白五萬內貪污除罪化罪證在此！,hate_politics
賴為何漠視8歲女童被連續暴打太陽穴,hate_politics
青鳥為什麼多是精障智障,hate_politics
日防相：與那國島擺飛彈3年前制定 北京當,hate_politics
整黨赤化？前國民黨副主席赴中國喊：統一,hate_politics
支持林岱樺東山再起可以嗎,hate_politics
沒了美國 日本即將四面楚歌,hate_politics
柯文哲你還敢講募款喔！！！,hate_politics
小紅書找不到聯絡人就禁 484黑道行為?,hate_politics
為什麼八卦版喜歡小紅書,hate_politics
中共對館長任務 是成立有市場的統促黨吧,hate_politics
高雄市教育局今天有加班,hate_politics
被攻陷只是暫時的而已,hate_politics
「就地正法 」青鳥能怎麼凹？？,hate_politics
河蟹好吃嗎?,hate_politics
b前板主被當成小草也算做功德吧？,hate_politics
中共飛彈可以射到高市首相的桌上？,hate_politics
犯法就是錯，藍白朋友可能不懂,hate_politics
為什麼鳥鳥互打敢做不敢當,hate_politics
性騷女姓從小開始培養嗎,hate_politics
小草可以反串 不容許別人反串,hate_politics
到現在賴瑞隆還沒有被放棄退選的原因是？,hate_politics
中國老兵又双叒被現役軍人抄家了,hate_politics
鄭麗文腦袋壞掉對吧,hate_politics
兒涉霸凌 賴瑞隆被踢爆專攻女立委？,hate_politics
dpp這次初選,hate_politics
好好笑，打一天電動上來版主不見了,hate_politics
聽說政黑出大事 人還好嗎,hate_politics
賴瑞會成為新全黨護一人嗎,hate_politics
爆住都中心年增35人「月領21萬」　許宇,hate_politics
青鳥觀察日記,hate_politics
八卦板人數越來越少了，只剩5934人次？,hate_politics
反串什麼！好好表達自己都不敢啊？,hate_politics
為什麼這次這麼久還沒抓到人？,hate_politics
蔣萬安批：我們還是不用翻牆的民主嗎？,hate_politics
中國補助統戰小吃藍白申請了嗎？,hate_politics
政黑被關版的話怎麼辦？,hate_politics
為什麼政治豚能這麼瘋啊,hate_politics
賴瑞隆不滾蛋，下週就是陰謀論全餐招待,hate_politics
前版主兩肋插刀，政黑鳥卻無情切割！！,hate_politics
小紅書高層前途似錦了吧,hate_politics
沈伯洋/賴瑞隆 哪案的兇手會先被抓,hate_politics
啊 他就真的只是個孩子,hate_politics
青鳥板主為啥要賴瑞隆就地正法阿??,hate_politics
"韓團在aaa說""beautiful country""被對岸發現",hate_politics
賴瑞隆兒涉校園霸凌 ptt深綠版主擅改版,hate_politics
可以用核能酸智障青鳥多久？,hate_politics
要多久才會抓人？,hate_politics
封小紅書這操作很好笑吧,hate_politics
青鳥出事就被打成藍白xdd,hate_politics
綠粉板主以為自己綠的，黨就會放過,hate_politics
勝選的氣氛,hate_politics
我是覺得政黑先拿 反串仔 開刀實在,hate_politics
深綠長輩看到新聞大罵政黑版,hate_politics
反串遠比詐騙可惡吧？何時修法重刑,hate_politics
kkc怎麼又消失了,hate_politics
政黑下一個版標要啥,hate_politics
小草版主被就地正法 開心嗎,hate_politics
berotec至今不敢出面說句話嗎？,hate_politics
“就地正法”是什麼很污穢不堪的詞嗎？,hate_politics
日本夜爬習俗是不是很符合青鳥胃口,hate_politics
8歲小孩都管不好了.還想管城市？,hate_politics
berotec該不會是公關帳號吧,hate_politics
還是旺中的標題清晰！,hate_politics
berotec會被羈押嗎,hate_politics
幹！ 我的賭注不會爛尾了吧？,hate_politics
我講賴瑞隆講一年了 藍粉都不信 = =,hate_politics
捅賴瑞隆的會不會是自己人？,hate_politics
台灣版，澤倫斯基,hate_politics
蕭美琴臉書針對員警遭撞事件發文了,hate_politics
食糞：柯志恩應該聲援賴瑞隆？,hate_politics
問題就是賴瑞隆連8歲小孩都教不好啊,hate_politics
小紅書超越threads跑到app store第一???,hate_politics
政黑的問題在於想裝理性,hate_politics
政黑前板主反串出事 你我都推了一把,hate_politics
看到前 b 版主這樣真是不勝唏噓,hate_politics
反串綠不一定是藍白喔 不是這樣子,hate_politics
追根究底就是 該抵制反串陋習,hate_politics
政黑是好事不出門壞事傳千里嗎？,hate_politics
青鳥跟四人幫哪個強？,hate_politics
be版主最近還會來政黑嗎,hate_politics
余有一計可免被中分龜頭他們政客的仔霸凌,hate_politics
政黑如果真的關版了要撤退到哪裡？,hate_politics
這次禁小紅書是幫忙打廣告了？,hate_politics
berotec現在去警局自首會減刑嗎?,hate_politics
不反串，很多時候真的覺得政黑離現實很,hate_politics
berotec明明超綠為何還會被當藍白仔？,hate_politics
藍白網軍適可而止,hate_politics
等一下會看到b前版主上新聞嗎,hate_politics
政黑怎麼突然上新聞了?,hate_politics
berotec會羈押多久？,hate_politics
b前版主晚餐要吃滷味還是鹹酥雞啊,hate_politics
賴瑞隆落馬，誰受益最大？,hate_politics
天子無私事的風氣是誰帶起來的,hate_politics
轟蕭美琴「輔選」害員警重傷　洪孟楷：,hate_politics
快新聞／反串出事？ptt政黑板主對綠委兒,hate_politics
蔣萬安為詐騙打掩護,hate_politics
青鳥跟小粉紅一樣贏麻了！,hate_politics
前版主 zeuswell 很像也是反串吧（？,hate_politics
我笑死，這裡真的是聖地,hate_politics
政黑前板主嶺東仔力挺賴兒爆揍女森,hate_politics
白藍網軍翻車=青鳥反串,hate_politics
朱真楷快評》民主翻車黨的高光時刻,hate_politics
柯文哲直播承認不雅影片就是舒淇,hate_politics
一個男人以身入局，成功喚醒藍白良知,hate_politics
前b版主是小草？？,hate_politics
請問我該回歸了嗎,hate_politics
初選真的比正式選舉還狠,hate_politics
西班牙調查非洲豬瘟為實驗室外洩可能性,hate_politics
脆：謝龍介兒子持k毒駕,hate_politics
8歲小孩打一頓就乖了吧,hate_politics
累了嗎？看張美女圖吧,hate_politics
你們有沒有聽過一個詞叫「批皮黑」？,hate_politics
韓國瑜怎麼有辦法脾氣那麼好？,hate_politics
黃國昌會怎麼評論政黑板標事件？,hate_politics
論中分龜頭政府不可能禁臉書,hate_politics
ptt板主對賴瑞隆兒發表「涉違法言論」,hate_politics
改版標有沒有可能是護主行為?,hate_politics
只有我現在才知道賴瑞隆是誰嗎,hate_politics
政黑是不是應該要關版啊,hate_politics
小草改圖被羈押禁見..青鳥煽動殺小孩..?,hate_politics
很佩服綠粉板主，真心,hate_politics
berotec被青鳥說是小草 太傷心了吧xdddd,hate_politics
"政黑版沒有錯,錯在版上太多下幹弱智鶄障",hate_politics
為何立委家人被恐嚇 警察都破不了案?,hate_politics
蠻好奇berotec現實年齡 應該不會是中年大,hate_politics
馬老師 發生什麼事了,hate_politics
李有宜志工 - 跳黨黑,hate_politics
全政黑是不是都在等一個人,hate_politics
狂賀!! 大罷免終於破蛋了!  32:1,hate_politics
郭正亮預言下週賴瑞隆可能會有更多料,hate_politics
bero前板主是小草的可能性有幾%？,hate_politics
青鳥都這麼暴力嗎?,hate_politics
青鳥腦袋都是偏激思想 是不是該下去,hate_politics
賴粉berotec被排泄囉？,hate_politics
berotec是kkc等高雄長庚分身集團的可能性?,hate_politics
板標事件是中共的陰謀！？,hate_politics
選出這種版主的地方 是不是該關板？,hate_politics
板標會讓政黑版主被警察請去喝茶嗎？,hate_politics
日本、台灣、中國：當劣幣驅逐良幣的時,hate_politics
改版標的心路歷程是什麼？,hate_politics
======停止刺激青鳥開始線=======,hate_politics
32：0到底讓多少青鳥瘋了,hate_politics
拿黨證是不是很不錯？,hate_politics
三民自會用什麼標題？,hate_politics
鳥兒這次要怎麼幫板主護航,hate_politics
年花80萬讓小孩讀書 被打不處理能忍嗎？,hate_politics
立委小孩可以原來這麼兇喔,hate_politics
幹小紅書還是能上啊,hate_politics
脫褲子 廁所堵女同學，8歲賴童民進黨明,hate_politics
藍白版主太惡心了,hate_politics
賴瑞隆事件為什麼會逼瘋青鳥啊？,hate_politics
藍白女神林姿妙:3250萬是每次借150萬來,hate_politics
賴兒會是學誰的啊,hate_politics
我沒跟到早上的政黑板大場面...,hate_politics
賴瑞隆小孩霸凌事件 很傷婦女票吧?,hate_politics
藍白小草現在知道他也只是孩子了喔,hate_politics
大家不覺得藍白追殺一個八歲學生很可恥嗎,hate_politics
高雄市長初選是不是很像大逃殺?,hate_politics
狼性要從小培養嗎？,hate_politics
小鴨霸的爸爸生氣了,hate_politics
都是打人，為什麼雜草不檢討中共,hate_politics
我爸就立法委員啊！不然你想怎樣？,hate_politics
不只涉霸凌…子女當眾脫褲被通報性平,hate_politics
賴清德要支持許智傑嗎,hate_politics
台北發生校園霸凌，女童遭霸凌後癲癇發作,hate_politics
板主要把小孩就地正法？,hate_politics
其實關鍵問題還是出在陳水扁吧,hate_politics
賴桑的反應不像是立委水準,hate_politics
批柯文哲玩把戲才進土城！鍾小平邀功：國民黨要頒獎狀給我,hate_politics
小紅書被禁怎麼冒出一堆政治冷感的人？,hate_politics
不應該一直針對小孩,hate_politics
古有石碏殺子大義滅親 今有阿隆寵豬舉灶,hate_politics
賴瑞隆為什麼連一通道歉電話都不肯打？,hate_politics
海鯤號6部主機只有4部能運轉！？,hate_politics
為什麼藍白要攻擊政敵未成年小孩？,hate_politics
青鳥小時候都玩這麼大唷 是我大驚小怪嗎,hate_politics
賴瑞隆已經80過柯志恩了,hate_politics
打太陽穴怎麼了嗎？,hate_politics
難怪青鳥整天喊吊路燈,hate_politics
一群大人霸凌八歲小孩,hate_politics
現在綠共小咖子女都可以隨意欺負人了,hate_politics
賴瑞隆兒子之前因為霸凌才轉學,hate_politics
家屬是詐騙集團也要退選,hate_politics
民眾黨擬成立「黃國昌新北市長後援會」,hate_politics
政黑被藍白網軍攻下了？,hate_politics
青鳥在脆瘋狂攻擊阿信,hate_politics
暴力青鳥家長養出青鳥小孩是不是很可怕,hate_politics
現在還能說賴瑞隆是黨內內鬥嗎？,hate_politics
高雄市長寶座到底有多香？,hate_politics
8歲說要打屎你,hate_politics
執行蔡英文勤務員警被撞,hate_politics
